atomic_tg	data_desc	hardware-run	M4	EXP-0141	Was `corpus-correlation`.
atomic_tg	op_desc	untested	G17P	EXP-0156	EXP-0164 withheld: 254 values dispatched, 1 carrier(s) tested, 16 observations moved, but the movement does not reproduce across the two gated runs at >=99% per-value agreement with movement >= 2x the disagreement count. Needs a third gated run.
atomic_tg	ret_desc	untested	M4	EXP-0141	EXP-0164 withheld: 256 values dispatched, 1 carrier(s) tested, 0 observations moved. Never moved anything on the ONE carrier tried, so the probe could not have shown liveness either way (the EXP-0155 samp_extra failure mode). Needs a second, structurally different carrier.
atomic_tg	rsv10lo	untested	G17P	EXP-0156	EXP-0164 withheld: 64 values dispatched, 1 carrier(s) tested, 7 observations moved, but the movement does not reproduce across the two gated runs at >=99% per-value agreement with movement >= 2x the disagreement count. Needs a third gated run.
atomic_tg	rsv4	hardware-run	M4	EXP-0141	Was `tokenization-only`; the name is wrong.
atomic_tg	rsv6	hardware-run	M4	EXP-0141	Was `tokenization-only`.
atomic_tg	rsv9	hardware-run	M4	EXP-0141	Was `tokenization-only`; the name is wrong.
atomic_tg	xop_desc	hardware-run	M4	EXP-0141	Was `tokenization-only`.
b_alu10_lo6	_instruction	corpus-correlation	M4	EXP-0148	Descriptor ADDED by EXP-0148 from corpus A/B evidence (STRUCTURAL). No hardware sweep was run for this instruction -- EXP-0148 was a modelling dispatch and says so explicitly. Every field here is corpus-derived and must be swept before anything is emitted. the 0x?b 10-byte class; closes length_rule_gaps.b_alu10
b_alu10_lo6	dst	corpus-correlation	M4	EXP-0148	Not swept. Do not emit.
b_alu10_lo6	ext8	corpus-correlation	M4	EXP-0148	Not swept. Do not emit.
b_alu10_lo6	ext9	corpus-correlation	M4	EXP-0148	Not swept. Do not emit.
b_alu10_lo6	modA	corpus-correlation	M4	EXP-0148	Not swept. Do not emit.
b_alu10_lo6	modB	corpus-correlation	M4	EXP-0148	Not swept. Do not emit.
b_alu10_lo6	opsel_hi	corpus-correlation	M4	EXP-0148	Not swept. Do not emit.
b_alu10_lo6	outmod	corpus-correlation	M4	EXP-0148	Not swept. Do not emit.
b_alu10_lo6	srcA	corpus-correlation	M4	EXP-0148	Not swept. Do not emit.
b_alu10_lo6	src_flag	corpus-correlation	M4	EXP-0148	Not swept. Do not emit.
b_alu10_lo6	src_reg	corpus-correlation	M4	EXP-0148	Not swept. Do not emit.
b_alu10_lo6	z6	corpus-correlation	M4	EXP-0148	Not swept. Do not emit.
b_alu10_loe	ext8	single-template-inference	G17P	EXP-0171	DENSE-INERT: 0 of 256 sub-values moved, on 3 admitted carriers [FRAME,NAT,SYNTH | k_and], every one with its byte0 falsifier PROVEN non-ok and its liveness ladder PROVEN live ({"1": 6, "3": 6, "5": 2}). 256 distinct encodings, cross-run agreement 1.0. The carriers differ in the dimension this field would control (as z6.) but share ONE compiler-emitted anchor, so 'any value works' is still a statement about one template. NOT promoted: emitter grade asserts the implementer may CHOOSE the value, and 'emit what the compiler emitted' is a captured-template dependency. A successor needs a SECOND anchor of this instruction.
b_alu10_loe	ext9	single-template-inference	G17P	EXP-0171	DENSE-INERT: 0 of 256 sub-values moved, on 3 admitted carriers [FRAME,NAT,SYNTH | k_and], every one with its byte0 falsifier PROVEN non-ok and its liveness ladder PROVEN live ({"1": 6, "3": 6, "5": 2}). 256 distinct encodings, cross-run agreement 1.0. The carriers differ in the dimension this field would control (as z6.) but share ONE compiler-emitted anchor, so 'any value works' is still a statement about one template. NOT promoted: emitter grade asserts the implementer may CHOOSE the value, and 'emit what the compiler emitted' is a captured-template dependency. A successor needs a SECOND anchor of this instruction.
b_alu10_loe	modA	untested	G17P	EXP-0171	EXP-0189 withheld (UNVERIFIABLE): 0 values dispatched over 0 arm(s), 0 observations moved, re-derived from raw under EXP-0164's frozen thresholds (>=2 gated runs, moved>=1 in both, >=99% per-value agreement, moved >= 2x disagreements). Reason: no-field-records.
b_alu10_loe	modB	untested	G17P	EXP-0171	EXP-0189 withheld (UNVERIFIABLE): 0 values dispatched over 0 arm(s), 0 observations moved, re-derived from raw under EXP-0164's frozen thresholds (>=2 gated runs, moved>=1 in both, >=99% per-value agreement, moved >= 2x disagreements). Reason: no-field-records.
b_alu10_loe	outmod	untested	G17P	EXP-0171	EXP-0189 withheld (UNVERIFIABLE): 0 values dispatched over 0 arm(s), 0 observations moved, re-derived from raw under EXP-0164's frozen thresholds (>=2 gated runs, moved>=1 in both, >=99% per-value agreement, moved >= 2x disagreements). Reason: no-field-records.
b_alu10_loe	srcA	untested	G17P	EXP-0171	EXP-0189 withheld (UNVERIFIABLE): 0 values dispatched over 0 arm(s), 0 observations moved, re-derived from raw under EXP-0164's frozen thresholds (>=2 gated runs, moved>=1 in both, >=99% per-value agreement, moved >= 2x disagreements). Reason: no-field-records.
b_alu10_loe	src_flag	untested	G17P	EXP-0171	EXP-0189 withheld (UNVERIFIABLE): 0 values dispatched over 0 arm(s), 0 observations moved, re-derived from raw under EXP-0164's frozen thresholds (>=2 gated runs, moved>=1 in both, >=99% per-value agreement, moved >= 2x disagreements). Reason: no-field-records.
b_alu10_loe	src_reg	untested	G17P	EXP-0171	EXP-0189 withheld (UNVERIFIABLE): 0 values dispatched over 0 arm(s), 0 observations moved, re-derived from raw under EXP-0164's frozen thresholds (>=2 gated runs, moved>=1 in both, >=99% per-value agreement, moved >= 2x disagreements). Reason: no-field-records.
b_alu10_loe	z6	single-template-inference	G17P	EXP-0171	DENSE-INERT: 0 of 256 sub-values moved, on 3 admitted carriers [FRAME,NAT,SYNTH | k_and], every one with its byte0 falsifier PROVEN non-ok and its liveness ladder PROVEN live ({"1": 6, "3": 6, "5": 2}). 256 distinct encodings, cross-run agreement 1.0. The carriers differ in the dimension this field would control (instruction FRAMING and the consumer. FRAME places a 6B falu2i then a 2B mov_imm immediately after the block, so a trailing byte that were a length/framing bit would lose both markers; NAT/SYNTH differ in the consumer.) but share ONE compiler-emitted anchor, so 'any value works' is still a statement about one template. NOT promoted: emitter grade asserts the implementer may CHOOSE the value, and 'emit what the compiler emitted' is a captured-template dependency. A successor needs a SECOND anchor of this instruction.
b_alu10_lof	ext8	single-template-inference	G17P	EXP-0171	DENSE-INERT: 0 of 256 sub-values moved, on 3 admitted carriers [FRAME,NAT,SYNTH | k_and], every one with its byte0 falsifier PROVEN non-ok and its liveness ladder PROVEN live ({"1": 6, "3": 6, "5": 2}). 256 distinct encodings, cross-run agreement 1.0. The carriers differ in the dimension this field would control (as z6.) but share ONE compiler-emitted anchor, so 'any value works' is still a statement about one template. NOT promoted: emitter grade asserts the implementer may CHOOSE the value, and 'emit what the compiler emitted' is a captured-template dependency. A successor needs a SECOND anchor of this instruction.
b_alu10_lof	ext9	single-template-inference	G17P	EXP-0171	DENSE-INERT: 0 of 256 sub-values moved, on 3 admitted carriers [FRAME,NAT,SYNTH | k_and], every one with its byte0 falsifier PROVEN non-ok and its liveness ladder PROVEN live ({"1": 6, "3": 6, "5": 2}). 256 distinct encodings, cross-run agreement 1.0. The carriers differ in the dimension this field would control (as z6.) but share ONE compiler-emitted anchor, so 'any value works' is still a statement about one template. NOT promoted: emitter grade asserts the implementer may CHOOSE the value, and 'emit what the compiler emitted' is a captured-template dependency. A successor needs a SECOND anchor of this instruction.
b_alu10_lof	modA	untested	G17P	EXP-0171	EXP-0189 withheld (UNVERIFIABLE): 0 values dispatched over 0 arm(s), 0 observations moved, re-derived from raw under EXP-0164's frozen thresholds (>=2 gated runs, moved>=1 in both, >=99% per-value agreement, moved >= 2x disagreements). Reason: no-field-records.
b_alu10_lof	modB	untested	G17P	EXP-0171	EXP-0189 withheld (UNVERIFIABLE): 0 values dispatched over 0 arm(s), 0 observations moved, re-derived from raw under EXP-0164's frozen thresholds (>=2 gated runs, moved>=1 in both, >=99% per-value agreement, moved >= 2x disagreements). Reason: no-field-records.
b_alu10_lof	outmod	untested	G17P	EXP-0171	EXP-0189 withheld (UNVERIFIABLE): 0 values dispatched over 0 arm(s), 0 observations moved, re-derived from raw under EXP-0164's frozen thresholds (>=2 gated runs, moved>=1 in both, >=99% per-value agreement, moved >= 2x disagreements). Reason: no-field-records.
b_alu10_lof	srcA	untested	G17P	EXP-0171	EXP-0189 withheld (UNVERIFIABLE): 0 values dispatched over 0 arm(s), 0 observations moved, re-derived from raw under EXP-0164's frozen thresholds (>=2 gated runs, moved>=1 in both, >=99% per-value agreement, moved >= 2x disagreements). Reason: no-field-records.
b_alu10_lof	src_flag	untested	G17P	EXP-0171	EXP-0189 withheld (UNVERIFIABLE): 0 values dispatched over 0 arm(s), 0 observations moved, re-derived from raw under EXP-0164's frozen thresholds (>=2 gated runs, moved>=1 in both, >=99% per-value agreement, moved >= 2x disagreements). Reason: no-field-records.
b_alu10_lof	src_reg	untested	G17P	EXP-0171	EXP-0189 withheld (UNVERIFIABLE): 0 values dispatched over 0 arm(s), 0 observations moved, re-derived from raw under EXP-0164's frozen thresholds (>=2 gated runs, moved>=1 in both, >=99% per-value agreement, moved >= 2x disagreements). Reason: no-field-records.
b_alu10_lof	z6	single-template-inference	G17P	EXP-0171	DENSE-INERT: 0 of 256 sub-values moved, on 3 admitted carriers [FRAME,NAT,SYNTH | k_and], every one with its byte0 falsifier PROVEN non-ok and its liveness ladder PROVEN live ({"1": 6, "3": 6, "5": 2}). 256 distinct encodings, cross-run agreement 1.0. The carriers differ in the dimension this field would control (instruction FRAMING and the consumer. FRAME places a 6B falu2i then a 2B mov_imm immediately after the block, so a trailing byte that were a length/framing bit would lose both markers; NAT/SYNTH differ in the consumer.) but share ONE compiler-emitted anchor, so 'any value works' is still a statement about one template. NOT promoted: emitter grade asserts the implementer may CHOOSE the value, and 'emit what the compiler emitted' is a captured-template dependency. A successor needs a SECOND anchor of this instruction.
b_alu14_c83	fmt10	tokenization-only	M4+A18	EXP-0036|EXP-M4-12|EXP-M4-13	Operand/format bit TYPES resolved; the exact arithmetic is NOT resolved (needs splice).
b_alu14_c83	fmt4	tokenization-only	M4+A18	EXP-0036|EXP-M4-12|EXP-M4-13	Operand/format bit TYPES resolved; the exact arithmetic is NOT resolved (needs splice).
b_alu14_c83	fmt6	tokenization-only	M4+A18	EXP-0036|EXP-M4-12|EXP-M4-13	Operand/format bit TYPES resolved; the exact arithmetic is NOT resolved (needs splice).
b_alu14_c83	form	tokenization-only	M4+A18	EXP-0036|EXP-M4-12|EXP-M4-13	Operand/format bit TYPES resolved; the exact arithmetic is NOT resolved (needs splice).
b_alu14_c83	reg_a	tokenization-only	M4+A18	EXP-0036|EXP-M4-12|EXP-M4-13	Operand/format bit TYPES resolved; the exact arithmetic is NOT resolved (needs splice).
b_alu14_c83	reg_b	tokenization-only	M4+A18	EXP-0036|EXP-M4-12|EXP-M4-13	Operand/format bit TYPES resolved; the exact arithmetic is NOT resolved (needs splice).
b_alu14_c83	rsv11	tokenization-only	M4+A18	EXP-0036|EXP-M4-12|EXP-M4-13	Operand/format bit TYPES resolved; the exact arithmetic is NOT resolved (needs splice).
b_alu14_c83	rsv8	tokenization-only	M4+A18	EXP-0036|EXP-M4-12|EXP-M4-13	Operand/format bit TYPES resolved; the exact arithmetic is NOT resolved (needs splice).
b_alu14_c83	rsv9	tokenization-only	M4+A18	EXP-0036|EXP-M4-12|EXP-M4-13	Operand/format bit TYPES resolved; the exact arithmetic is NOT resolved (needs splice).
b_alu14_c83	srcB_reg	tokenization-only	M4+A18	EXP-0036|EXP-M4-12|EXP-M4-13	Operand/format bit TYPES resolved; the exact arithmetic is NOT resolved (needs splice).
b_alu14_c83	srcU_desc	tokenization-only	M4+A18	EXP-0036|EXP-M4-12|EXP-M4-13	Operand/format bit TYPES resolved; the exact arithmetic is NOT resolved (needs splice).
b_alu14_c83	srcU_reg	tokenization-only	M4+A18	EXP-0036|EXP-M4-12|EXP-M4-13	Operand/format bit TYPES resolved; the exact arithmetic is NOT resolved (needs splice).
b_alu14_c83	src_lo	tokenization-only	M4+A18	EXP-0036|EXP-M4-12|EXP-M4-13	Operand/format bit TYPES resolved; the exact arithmetic is NOT resolved (needs splice).
b_alu14_prep2	dst	tokenization-only	M4+A18	EXP-0036|EXP-M4-12|EXP-M4-13	byte+1 == (dst<<1)|1 is a SEMANTIC invariant used to separate genuine prep words from trailing data words.
b_alu14_prep2	sel	tokenization-only	M4+A18	EXP-0036|EXP-M4-12|EXP-M4-13	byte+1 == (dst<<1)|1 is a SEMANTIC invariant used to separate genuine prep words from trailing data words.
bf_add_dst	_instruction	hardware-run	G17P	EXP-0156	EXP-0181 refresh from corpus-correlation: EXP-0156 scored the UNMUTATED instruction against a host-computed EXACT bf16 bit pattern on every lane in both gated runs (out = bf16(a+b), 0x40103fc0), settled the ROUNDING MODE with a pre-registered two-oracle tie probe (RNE matched, truncate failed), and proved the op-select BY VALUE (byte+2 0x1c->0x1d turns a+b into a*b, matching the MUL oracle while its paired control failed the ADD oracle) plus byte+5 bit3 = a-b. Identity and semantics are hardware facts, not corpus fits.
bf_add_dst	dst	hardware-run	G17P	EXP-0156	86 values reclassified `no_store` (EXP-0140 §8 rule: invalid_run in BOTH gated runs with every trial STATUS OK)
bf_add_dst	srcB	hardware-run	G17P	EXP-0156	190 values reclassified `no_store` (EXP-0140 §8 rule: invalid_run in BOTH gated runs with every trial STATUS OK)
bf_alu	opsel	hardware-run	G17P	EXP-0169	moved on 1 of 1 ladder-passing carriers
bf_alu	srcA	hardware-run	G17P	EXP-0169	moved on 1 of 1 ladder-passing carriers
bf_alu	srcB	hardware-run	G17P	EXP-0169	moved on 1 of 1 ladder-passing carriers
bf_alu	tail	hardware-run	G17P	EXP-0169	moved on 1 of 1 ladder-passing carriers
bf_alu8_var	dst	tokenization-only	M4+A18	EXP-0036|EXP-M4-12|EXP-M4-13	Role-typed from the bf_add_dst layout; the byte+1/byte+2 op-select value map and the per-bit tail map need a splice.
bf_alu8_var	form	tokenization-only	M4+A18	EXP-0036|EXP-M4-12|EXP-M4-13	Role-typed from the bf_add_dst layout; the byte+1/byte+2 op-select value map and the per-bit tail map need a splice.
bf_alu8_var	opsel	tokenization-only	M4+A18	EXP-0036|EXP-M4-12|EXP-M4-13	Role-typed from the bf_add_dst layout; the byte+1/byte+2 op-select value map and the per-bit tail map need a splice.
bf_alu8_var	srcA	tokenization-only	M4+A18	EXP-0036|EXP-M4-12|EXP-M4-13	Role-typed from the bf_add_dst layout; the byte+1/byte+2 op-select value map and the per-bit tail map need a splice.
bf_alu8_var	srcB	tokenization-only	M4+A18	EXP-0036|EXP-M4-12|EXP-M4-13	Role-typed from the bf_add_dst layout; the byte+1/byte+2 op-select value map and the per-bit tail map need a splice.
bf_alu8_var	tail	tokenization-only	M4+A18	EXP-0036|EXP-M4-12|EXP-M4-13	Role-typed from the bf_add_dst layout; the byte+1/byte+2 op-select value map and the per-bit tail map need a splice.
bf_fma_dst	_instruction	hardware-run	G17P	EXP-0156|EXP-0171	EXP-0181 refresh from corpus-correlation: Same instrument as bf_add_dst: EXP-0156's unmutated bf_fma carrier reproduced the host-computed exact bf16 pattern for out = bf16(a*b+c) (0x3f803f40) on every lane in both gated runs, with the 10-byte fma form separated from the 8-byte add by a pre-registered byte+2 control that broke as predicted.
bf_fma_dst	dst	hardware-run	G17P	EXP-0156	81 values reclassified `no_store` (EXP-0140 §8 rule: invalid_run in BOTH gated runs with every trial STATUS OK)
bf_fma_dst	srcB	hardware-run	G17P	EXP-0156	128 values reclassified `no_store` (EXP-0140 §8 rule: invalid_run in BOTH gated runs with every trial STATUS OK)
bf_fma_dst	tail	hardware-run	G17P	EXP-0171	MOVED 50 of 50 on NAT:k_bffma@bf_fma_dst+46; cross-run agreement 1.0000 (50 agree / 0 disagree); 3 admitted carriers [FRAME,NAT,SYNTH | k_bffma]; accept-set size 0 = []; outcomes {"silent_zero": 49, "wrong_value": 1} The accept-set is empty BY CONSTRUCTION: this field spans 4 bytes, its anchor composite value 0x81c00010 is not a member of the FIELD-SWEEP-PROTOCOL 3.3 sample set, so no sampled value can reproduce the baseline. The per-byte DENSE accept counts are {"6": 4, "7": 8, "8": 32, "9": 32}.
call	b6	hardware-run	G17P	EXP-0179	CORRECTED BY THE EXPERIMENT ITSELF, 2026-08-30. EXP-0179 first reported `b6` INERT across 0..255 on both GENERATED carriers; its independent second method (arm S, mutating the real compiler-emitted call inside our own compiled `c_frame.metal`) shows BIT 1 IS LOAD-BEARING and must be set. The generated leaf callee is BLIND to that dimension -- the same failure shape as `ret.scoreboard`, and caught by a second method rather than by argument. An emitter must set bit 1. This is why a single carrier family, however dense the sweep, cannot establish inertness: FIELD-SWEEP-PROTOCOL requires carriers differing in the dimension the field controls, and two generated carriers that share a leaf callee do not differ in it.
call	offset	isolated-byte-diff	A18	EXP-0035|EXP-0179-g17p-call	EXP-0189 citation repair: the records supporting this row live in EXP-0179-g17p-call; the original citation EXP-0035 has no per-value records for it. Both are kept -- the stale one is where the claim came from, the new one is where the evidence is.
call	tail	untested	G17P	EXP-0179	WITHHELD 2026-08-30 by the orchestrator on EXP-0189's eighth cannot-fail finding. This row was promoted through `EXP-0179/analysis/analyze.py:140-142`, whose promotion gate has **no `moved >= 1` conjunct** -- `len(moved)` sits only in the right arm of an `or` whose left arm is `disagreements == 0`, so a perfectly reproducible, perfectly INERT field passes. EXP-0189 proved it constructively rather than by argument: a synthetic DEAD-CODE carrier fed to the unmodified pipeline yields `{"label":"hardware-run","movement":0,"range":"0..255 dense (all 256 values), 2 carriers"}` -- **byte-for-byte the string published for this field**. Its sibling `call.b6` rode the same branch and was caught only because an independent second method (arm S, mutating the real compiler-emitted call) refuted it; `call.tail` never got a second method. The measurement may well be right -- inert is a plausible reading -- but it is indistinguishable from dead code under the gate that produced it, and that is not evidence. Needs a second method or a re-run under a gate with the missing conjunct.
